Column,Row,Angle,HeadPitch,HeadYaw,SonarLeft,SonarRight,LandmarkDetected,LandmarkID1,Alpha1,Beta1,Width1,Height1,LandmarkID2,Alpha2,Beta2,Width2,Height2,LandmarkID3,Alpha3,Beta3,Width3,Height3,LandmarkID4,Alpha4,Beta4,Width4,Height4
0,2,140,N/A,N/A,0.5,0.50999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,150,N/A,N/A,0.319999993,0.50999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,160,N/A,N/A,0.389999986,0.560000002,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,170,N/A,N/A,0.469999999,0.519999981,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,180,N/A,N/A,0.50999999,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,190,N/A,N/A,0.50999999,0.280000001,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,200,N/A,N/A,0.529999971,0.239999995,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,210,N/A,N/A,0.529999971,0.199999988,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,220,N/A,N/A,0.589999974,0.179999992,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,230,N/A,N/A,0.280000001,0.159999996,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,240,N/A,N/A,0.199999988,0.140000001,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,250,N/A,N/A,0.239999995,0.219999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,260,N/A,N/A,0.199999988,0.219999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,270,N/A,N/A,0.299999982,0.219999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,280,N/A,N/A,0.219999999,0.349999994,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,290,N/A,N/A,0.239999995,0.340000004,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,300,N/A,N/A,0.340000004,0.310000002,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,310,N/A,N/A,0.340000004,0.329999983,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,N/A,N/A,0.310000002,0.299999982,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,10,N/A,N/A,0.310000002,0.319999993,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,20,N/A,N/A,0.299999982,0.319999993,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,30,N/A,N/A,0.299999982,0.219999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,40,N/A,N/A,0.319999993,0.179999992,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,50,N/A,N/A,0.310000002,0.219999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,60,N/A,N/A,0.310000002,0.199999988,TRUE,108,-0.234794185,-0.166588053,0.190990835,0.190990835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,70,N/A,N/A,0.299999982,0.159999996,TRUE,108,0.173137337,-0.169833273,0.182686895,0.182686895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,80,N/A,N/A,0.239999995,0.179999992,TRUE,112,0.106290549,-0.166155338,0.20925954,0.20925954,108,0.358730644,-0.164208218,0.194312423,0.194312423,0,0,0,0,0,0,0,0,0,0
0,3,90,N/A,N/A,0.219999999,0.239999995,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,100,N/A,N/A,0.239999995,0.349999994,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,110,N/A,N/A,0.159999996,0.280000001,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,120,N/A,N/A,0.280000001,0.329999983,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,130,N/A,N/A,0.459999979,0.599999964,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,140,N/A,N/A,0.340000004,0.610000014,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,150,N/A,N/A,0.280000001,0.589999974,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,160,N/A,N/A,0.669999957,0.610000014,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,170,N/A,N/A,0.579999983,0.599999964,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,180,N/A,N/A,0.579999983,0.469999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,190,N/A,N/A,0.629999995,0.280000001,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,200,N/A,N/A,0.579999983,0.159999996,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,210,N/A,N/A,0.589999974,0.159999996,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,220,N/A,N/A,0.419999987,0.219999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,230,N/A,N/A,0.219999999,0.089999996,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,240,N/A,N/A,0.219999999,0.140000001,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,250,N/A,N/A,0.299999982,0.370000005,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,260,N/A,N/A,0.219999999,0.219999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,270,N/A,N/A,0.099999994,0.329999983,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,280,N/A,N/A,0.179999992,0.299999982,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,290,N/A,N/A,0.25999999,0.310000002,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,300,N/A,N/A,0.349999994,0.239999995,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,310,N/A,N/A,0.280000001,0.25999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,N/A,N/A,0.25999999,0.299999982,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,10,N/A,N/A,0.299999982,0.280000001,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,20,N/A,N/A,0.25999999,0.319999993,TRUE,64,-0.109196953,-0.263079315,0.182686895,0.182686895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,30,N/A,N/A,0.280000001,0.239999995,TRUE,68,-0.062072009,-0.26892072,0.171061367,0.171061367,64,0.160681412,-0.247718573,0.179365322,0.179365322,0,0,0,0,0,0,0,0,0,0
0,4,40,N/A,N/A,0.329999983,0.199999988,TRUE,68,0.205730364,-0.104279786,0.167739794,0.167739794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,50,N/A,N/A,0.299999982,0.25999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,60,N/A,N/A,0.299999982,0.389999986,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,70,N/A,N/A,0.25999999,0.199999988,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,80,N/A,N/A,0.199999988,0.239999995,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,90,N/A,N/A,0.25999999,0.159999996,TRUE,112,0.088229463,-0.19363156,0.215902686,0.215902686,108,0.348143071,-0.186275735,0.197633997,0.197633997,0,0,0,0,0,0,0,0,0,0
0,4,100,N/A,N/A,0.219999999,0.329999983,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,110,N/A,N/A,0.199999988,0.340000004,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,120,N/A,N/A,0.239999995,0.469999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,130,N/A,N/A,0.199999988,0.629999995,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,140,N/A,N/A,0.319999993,0.610000014,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,150,N/A,N/A,0.310000002,0.610000014,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,160,N/A,N/A,0.359999985,0.319999993,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,170,N/A,N/A,0.599999964,0.769999981,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,180,N/A,N/A,0.610000014,0.159999996,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,190,N/A,N/A,0.699999988,0.179999992,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,200,N/A,N/A,0.639999986,0.159999996,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,210,N/A,N/A,0.639999986,0.119999997,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,220,N/A,N/A,0.5,0.099999994,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,230,N/A,N/A,0.179999992,0.089999996,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,240,N/A,N/A,0.219999999,0.140000001,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,250,N/A,N/A,0.199999988,0.199999988,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,260,N/A,N/A,0.140000001,0.310000002,TRUE,85,-0.291676223,-0.192982525,0.41021511,0.41021511,85,-0.292299002,-0.19363156,0.368695378,0.368695378,0,0,0,0,0,0,0,0,0,0
0,4,270,N/A,N/A,0.119999997,0.299999982,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,280,N/A,N/A,0.179999992,0.179999992,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,290,N/A,N/A,0.479999989,0.219999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,300,N/A,N/A,0.239999995,0.179999992,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,310,N/A,N/A,0.219999999,0.199999988,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,N/A,N/A,0.280000001,0.199999988,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,10,N/A,N/A,0.25999999,0.219999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,20,N/A,N/A,0.179999992,0.199999988,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,30,N/A,N/A,0.179999992,0.239999995,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,40,N/A,N/A,0.199999988,0.199999988,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,50,N/A,N/A,0.280000001,0.199999988,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,60,N/A,N/A,0.159999996,0.159999996,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,70,N/A,N/A,0.280000001,0.239999995,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,80,N/A,N/A,0.239999995,0.199999988,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,90,N/A,N/A,0.219999999,0.239999995,TRUE,108,0.052107297,-0.175241977,0.224206641,0.224206641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,100,N/A,N/A,0.179999992,0.25999999,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,110,N/A,N/A,0.25999999,0.459999979,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,120,N/A,N/A,0.199999988,0.280000001,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,130,N/A,N/A,0.199999988,0.319999993,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,140,N/A,N/A,0.280000001,0.560000002,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,150,N/A,N/A,0.329999983,0.689999998,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,160,N/A,N/A,0.280000001,0.579999983,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,170,N/A,N/A,0.459999979,0.280000001,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,180,N/A,N/A,0.620000005,0.329999983,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,190,N/A,N/A,0.659999967,0.199999988,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
