Column,Row,Angle,P(Location)
3,5,33.75,0.0009765625
3,5,45.0,0.0009765625
3,5,56.25,0.0009765625
3,5,67.5,0.0009765625
3,5,78.75,0.0009765625
3,5,90.0,0.0009765625
3,5,101.25,0.0009765625
3,5,112.5,0.0009765625
3,5,123.75,0.0009765625
3,5,135.0,0.0009765625
3,5,146.25,0.0009765625
3,5,157.5,0.0009765625
3,5,168.75,0.0009765625
3,5,180.0,0.0009765625
3,5,191.25,0.0009765625
3,5,202.5,0.0009765625
3,5,213.75,0.0009765625
3,5,225.0,0.0009765625
3,5,236.25,0.0009765625
3,5,247.5,0.0009765625
3,5,258.75,0.0009765625
3,5,270.0,0.0009765625
3,5,281.25,0.0009765625
3,5,292.5,0.0009765625
3,5,303.75,0.0009765625
3,5,315.0,0.0009765625
3,5,326.25,0.0009765625
3,5,337.5,0.0009765625
3,5,348.75,0.0009765625
3,6,0.0,0.0009765625
3,6,11.25,0.0009765625
3,6,22.5,0.0009765625
3,6,33.75,0.0009765625
3,6,45.0,0.0009765625
3,6,56.25,0.0009765625
3,6,67.5,0.0009765625
3,6,78.75,0.0009765625
3,6,90.0,0.0009765625
3,6,101.25,0.0009765625
3,6,112.5,0.0009765625
3,6,123.75,0.0009765625
3,6,135.0,0.0009765625
3,6,146.25,0.0009765625
3,6,157.5,0.0009765625
3,6,168.75,0.0009765625
3,6,180.0,0.0009765625
3,6,191.25,0.0009765625
3,6,202.5,0.0009765625
3,6,213.75,0.0009765625
3,6,225.0,0.0009765625
3,6,236.25,0.0009765625
3,6,247.5,0.0009765625
3,6,258.75,0.0009765625
3,6,270.0,0.0009765625
3,6,281.25,0.0009765625
3,6,292.5,0.0009765625
3,6,303.75,0.0009765625
3,6,315.0,0.0009765625
3,6,326.25,0.0009765625
3,6,337.5,0.0009765625
3,6,348.75,0.0009765625
3,7,0.0,0.0009765625
3,7,11.25,0.0009765625
3,7,22.5,0.0009765625
3,7,33.75,0.0009765625
3,7,45.0,0.0009765625
3,7,56.25,0.0009765625
3,7,67.5,0.0009765625
3,7,78.75,0.0009765625
3,7,90.0,0.0009765625
3,7,101.25,0.0009765625
3,7,112.5,0.0009765625
3,7,123.75,0.0009765625
3,7,135.0,0.0009765625
3,7,146.25,0.0009765625
3,7,157.5,0.0009765625
3,7,168.75,0.0009765625
3,7,180.0,0.0009765625
3,7,191.25,0.0009765625
3,7,202.5,0.0009765625
3,7,213.75,0.0009765625
3,7,225.0,0.0009765625
3,7,236.25,0.0009765625
3,7,247.5,0.0009765625
3,7,258.75,0.0009765625
3,7,270.0,0.0009765625
3,7,281.25,0.0009765625
3,7,292.5,0.0009765625
3,7,303.75,0.0009765625
3,7,315.0,0.0009765625
3,7,326.25,0.0009765625
3,7,337.5,0.0009765625
3,7,348.75,0.0009765625
