Column,Row,Angle,P(Location)
2,2,168.75,0.0009765625
2,2,180.0,0.0009765625
2,2,191.25,0.0009765625
2,2,202.5,0.0009765625
2,2,213.75,0.0009765625
2,2,225.0,0.0009765625
2,2,236.25,0.0009765625
2,2,247.5,0.0009765625
2,2,258.75,0.0009765625
2,2,270.0,0.0009765625
2,2,281.25,0.0009765625
2,2,292.5,0.0009765625
2,2,303.75,0.0009765625
2,2,315.0,0.0009765625
2,2,326.25,0.0009765625
2,2,337.5,0.0009765625
2,2,348.75,0.0009765625
2,3,0.0,0.0009765625
2,3,11.25,0.0009765625
2,3,22.5,0.0009765625
2,3,33.75,0.0009765625
2,3,45.0,0.0009765625
2,3,56.25,0.0009765625
2,3,67.5,0.0009765625
2,3,78.75,0.0009765625
2,3,90.0,0.0009765625
2,3,101.25,0.0009765625
2,3,112.5,0.0009765625
2,3,123.75,0.0009765625
2,3,135.0,0.0009765625
2,3,146.25,0.0009765625
2,3,157.5,0.0009765625
2,3,168.75,0.0009765625
2,3,180.0,0.0009765625
2,3,191.25,0.0009765625
2,3,202.5,0.0009765625
2,3,213.75,0.0009765625
2,3,225.0,0.0009765625
2,3,236.25,0.0009765625
2,3,247.5,0.0009765625
2,3,258.75,0.0009765625
2,3,270.0,0.0009765625
2,3,281.25,0.0009765625
2,3,292.5,0.0009765625
2,3,303.75,0.0009765625
2,3,315.0,0.0009765625
2,3,326.25,0.0009765625
2,3,337.5,0.0009765625
2,3,348.75,0.0009765625
2,4,0.0,0.0009765625
2,4,11.25,0.0009765625
2,4,22.5,0.0009765625
2,4,33.75,0.0009765625
2,4,45.0,0.0009765625
2,4,56.25,0.0009765625
2,4,67.5,0.0009765625
2,4,78.75,0.0009765625
2,4,90.0,0.0009765625
2,4,101.25,0.0009765625
2,4,112.5,0.0009765625
2,4,123.75,0.0009765625
2,4,135.0,0.0009765625
2,4,146.25,0.0009765625
2,4,157.5,0.0009765625
2,4,168.75,0.0009765625
2,4,180.0,0.0009765625
2,4,191.25,0.0009765625
2,4,202.5,0.0009765625
2,4,213.75,0.0009765625
2,4,225.0,0.0009765625
2,4,236.25,0.0009765625
2,4,247.5,0.0009765625
2,4,258.75,0.0009765625
2,4,270.0,0.0009765625
2,4,281.25,0.0009765625
2,4,292.5,0.0009765625
2,4,303.75,0.0009765625
2,4,315.0,0.0009765625
2,4,326.25,0.0009765625
2,4,337.5,0.0009765625
2,4,348.75,0.0009765625
2,5,0.0,0.0009765625
2,5,11.25,0.0009765625
2,5,22.5,0.0009765625
2,5,33.75,0.0009765625
2,5,45.0,0.0009765625
2,5,56.25,0.0009765625
2,5,67.5,0.0009765625
2,5,78.75,0.0009765625
2,5,90.0,0.0009765625
2,5,101.25,0.0009765625
2,5,112.5,0.0009765625
2,5,123.75,0.0009765625
2,5,135.0,0.0009765625
2,5,146.25,0.0009765625
2,5,157.5,0.0009765625
2,5,168.75,0.0009765625
2,5,180.0,0.0009765625
2,5,191.25,0.0009765625
2,5,202.5,0.0009765625
2,5,213.75,0.0009765625
2,5,225.0,0.0009765625
2,5,236.25,0.0009765625
2,5,247.5,0.0009765625
2,5,258.75,0.0009765625
2,5,270.0,0.0009765625
2,5,281.25,0.0009765625
2,5,292.5,0.0009765625
2,5,303.75,0.0009765625
2,5,315.0,0.0009765625
2,5,326.25,0.0009765625
2,5,337.5,0.0009765625
2,5,348.75,0.0009765625
2,6,0.0,0.0009765625
2,6,11.25,0.0009765625
2,6,22.5,0.0009765625
2,6,33.75,0.0009765625
2,6,45.0,0.0009765625
2,6,56.25,0.0009765625
2,6,67.5,0.0009765625
2,6,78.75,0.0009765625
2,6,90.0,0.0009765625
2,6,101.25,0.0009765625
2,6,112.5,0.0009765625
2,6,123.75,0.0009765625
2,6,135.0,0.0009765625
2,6,146.25,0.0009765625
2,6,157.5,0.0009765625
2,6,168.75,0.0009765625
2,6,180.0,0.0009765625
2,6,191.25,0.0009765625
2,6,202.5,0.0009765625
2,6,213.75,0.0009765625
2,6,225.0,0.0009765625
2,6,236.25,0.0009765625
2,6,247.5,0.0009765625
2,6,258.75,0.0009765625
2,6,270.0,0.0009765625
2,6,281.25,0.0009765625
2,6,292.5,0.0009765625
2,6,303.75,0.0009765625
2,6,315.0,0.0009765625
2,6,326.25,0.0009765625
2,6,337.5,0.0009765625
2,6,348.75,0.0009765625
2,7,0.0,0.0009765625
2,7,11.25,0.0009765625
2,7,22.5,0.0009765625
2,7,33.75,0.0009765625
2,7,45.0,0.0009765625
2,7,56.25,0.0009765625
2,7,67.5,0.0009765625
2,7,78.75,0.0009765625
2,7,90.0,0.0009765625
2,7,101.25,0.0009765625
2,7,112.5,0.0009765625
2,7,123.75,0.0009765625
2,7,135.0,0.0009765625
2,7,146.25,0.0009765625
2,7,157.5,0.0009765625
2,7,168.75,0.0009765625
2,7,180.0,0.0009765625
2,7,191.25,0.0009765625
2,7,202.5,0.0009765625
2,7,213.75,0.0009765625
2,7,225.0,0.0009765625
2,7,236.25,0.0009765625
2,7,247.5,0.0009765625
2,7,258.75,0.0009765625
2,7,270.0,0.0009765625
2,7,281.25,0.0009765625
2,7,292.5,0.0009765625
2,7,303.75,0.0009765625
2,7,315.0,0.0009765625
2,7,326.25,0.0009765625
2,7,337.5,0.0009765625
2,7,348.75,0.0009765625
3,0,0.0,0.0009765625
3,0,11.25,0.0009765625
3,0,22.5,0.0009765625
3,0,33.75,0.0009765625
3,0,45.0,0.0009765625
3,0,56.25,0.0009765625
3,0,67.5,0.0009765625
3,0,78.75,0.0009765625
3,0,90.0,0.0009765625
3,0,101.25,0.0009765625
3,0,112.5,0.0009765625
3,0,123.75,0.0009765625
3,0,135.0,0.0009765625
3,0,146.25,0.0009765625
3,0,157.5,0.0009765625
3,0,168.75,0.0009765625
3,0,180.0,0.0009765625
3,0,191.25,0.0009765625
3,0,202.5,0.0009765625
3,0,213.75,0.0009765625
3,0,225.0,0.0009765625
3,0,236.25,0.0009765625
3,0,247.5,0.0009765625
3,0,258.75,0.0009765625
3,0,270.0,0.0009765625
3,0,281.25,0.0009765625
3,0,292.5,0.0009765625
3,0,303.75,0.0009765625
3,0,315.0,0.0009765625
3,0,326.25,0.0009765625
3,0,337.5,0.0009765625
3,0,348.75,0.0009765625
3,1,0.0,0.0009765625
3,1,11.25,0.0009765625
3,1,22.5,0.0009765625
3,1,33.75,0.0009765625
3,1,45.0,0.0009765625
3,1,56.25,0.0009765625
3,1,67.5,0.0009765625
3,1,78.75,0.0009765625
3,1,90.0,0.0009765625
3,1,101.25,0.0009765625
3,1,112.5,0.0009765625
3,1,123.75,0.0009765625
3,1,135.0,0.0009765625
3,1,146.25,0.0009765625
3,1,157.5,0.0009765625
3,1,168.75,0.0009765625
3,1,180.0,0.0009765625
3,1,191.25,0.0009765625
3,1,202.5,0.0009765625
3,1,213.75,0.0009765625
3,1,225.0,0.0009765625
3,1,236.25,0.0009765625
3,1,247.5,0.0009765625
3,1,258.75,0.0009765625
3,1,270.0,0.0009765625
3,1,281.25,0.0009765625
3,1,292.5,0.0009765625
3,1,303.75,0.0009765625
3,1,315.0,0.0009765625
3,1,326.25,0.0009765625
3,1,337.5,0.0009765625
3,1,348.75,0.0009765625
3,2,0.0,0.0009765625
3,2,11.25,0.0009765625
3,2,22.5,0.0009765625
3,2,33.75,0.0009765625
3,2,45.0,0.0009765625
3,2,56.25,0.0009765625
3,2,67.5,0.0009765625
3,2,78.75,0.0009765625
3,2,90.0,0.0009765625
3,2,101.25,0.0009765625
3,2,112.5,0.0009765625
3,2,123.75,0.0009765625
3,2,135.0,0.0009765625
3,2,146.25,0.0009765625
3,2,157.5,0.0009765625
3,2,168.75,0.0009765625
3,2,180.0,0.0009765625
3,2,191.25,0.0009765625
3,2,202.5,0.0009765625
3,2,213.75,0.0009765625
3,2,225.0,0.0009765625
3,2,236.25,0.0009765625
3,2,247.5,0.0009765625
3,2,258.75,0.0009765625
3,2,270.0,0.0009765625
3,2,281.25,0.0009765625
3,2,292.5,0.0009765625
3,2,303.75,0.0009765625
3,2,315.0,0.0009765625
3,2,326.25,0.0009765625
3,2,337.5,0.0009765625
3,2,348.75,0.0009765625
3,3,0.0,0.0009765625
3,3,11.25,0.0009765625
3,3,22.5,0.0009765625
3,3,33.75,0.0009765625
3,3,45.0,0.0009765625
3,3,56.25,0.0009765625
3,3,67.5,0.0009765625
3,3,78.75,0.0009765625
3,3,90.0,0.0009765625
3,3,101.25,0.0009765625
3,3,112.5,0.0009765625
3,3,123.75,0.0009765625
3,3,135.0,0.0009765625
3,3,146.25,0.0009765625
3,3,157.5,0.0009765625
3,3,168.75,0.0009765625
3,3,180.0,0.0009765625
3,3,191.25,0.0009765625
3,3,202.5,0.0009765625
3,3,213.75,0.0009765625
3,3,225.0,0.0009765625
3,3,236.25,0.0009765625
3,3,247.5,0.0009765625
3,3,258.75,0.0009765625
3,3,270.0,0.0009765625
3,3,281.25,0.0009765625
3,3,292.5,0.0009765625
3,3,303.75,0.0009765625
3,3,315.0,0.0009765625
3,3,326.25,0.0009765625
3,3,337.5,0.0009765625
3,3,348.75,0.0009765625
3,4,0.0,0.0009765625
3,4,11.25,0.0009765625
3,4,22.5,0.0009765625
3,4,33.75,0.0009765625
3,4,45.0,0.0009765625
3,4,56.25,0.0009765625
3,4,67.5,0.0009765625
3,4,78.75,0.0009765625
3,4,90.0,0.0009765625
3,4,101.25,0.0009765625
3,4,112.5,0.0009765625
3,4,123.75,0.0009765625
3,4,135.0,0.0009765625
3,4,146.25,0.0009765625
3,4,157.5,0.0009765625
3,4,168.75,0.0009765625
3,4,180.0,0.0009765625
3,4,191.25,0.0009765625
3,4,202.5,0.0009765625
3,4,213.75,0.0009765625
3,4,225.0,0.0009765625
3,4,236.25,0.0009765625
3,4,247.5,0.0009765625
3,4,258.75,0.0009765625
3,4,270.0,0.0009765625
3,4,281.25,0.0009765625
3,4,292.5,0.0009765625
3,4,303.75,0.0009765625
3,4,315.0,0.0009765625
3,4,326.25,0.0009765625
3,4,337.5,0.0009765625
3,4,348.75,0.0009765625
3,5,0.0,0.0009765625
3,5,11.25,0.0009765625
3,5,22.5,0.0009765625
